                    - SPARES  LIST -


                    - PART SUMMARY -

R-M55342K11B10E0RS3,R-M55342K1A	M55342K11B10E0RS3	5
R-NO_STUFF,R-NO_STUFF,R,RES0402	NO_STUFF	3
RES_SR_LVK12-0.05,1%	LVK12R050FER	2
RSMD0402_1/16W-1K,1%	R0402_1K_1%_0.063W_100PPM	16
RSMD0402_1/16W-2.2K,1%	R0402_2K2_1%_0.063W_200PPM	14
RSMD0402_1/16W-200,1%	R0402_200R_1%_0.063W_200PPM	32
RSMD0402_1/16W-6.2K,1%	R0402_6K2_1%_0.063W_200PPM	1
RSMD0603_-00,	R0603_00_JUMPER	7
RSMD0603_1/10W-1.6K,1%	R0603_1K6_1%_0.1W_100PPM	2
RSMD0603_1/10W-XX,1%	R0603_XX_1%_0.1W_100PPM	4
RSMD0805_125MW-0.27,1%	R0805_0R27_1%_0.125W_100PPM	1
SFP_CAGE-2227023-1-2227023-1,SB	2227023-1	3
SI5395A-A-GM-SI5395A-A-GM,SI53B	SI5395A-A-GM	1
SIT5021AI-2DE-25E-50.000000-VDA	SIT5021AI-2DE-25E-50.000000	1
SY58608UMG-VCC=P2V5	SY58608UMG	3
TANTPOLY_SMD-220UF,6.3V	T520V227M006ATE018	8
TE0712 CONNECTOR-JB1-LSHM-150-B	LSHM-150-03.0-L-DV-A-S-K-TR	1
TE0712 CONNECTOR-JB2-LSHM-150-B	LSHM-150-03.0-L-DV-A-S-K-TR	1
TE0712 CONNECTOR-JB3-LSHM-130-B	LSHM-130-03.0-L-DV-A-S-K-TR	1
TESTPOINT-EMA-00001481V22,TESTB	EMA-00001481V22	7
TOSHIBA	TLP183	1
TPS74618P-TPS74618PQWDRVRQ1,TPB	TPS74618PQWDRVRQ1	1
TP_HOLE-1.0MM	TP_HOLE_1.0mm	3
TRANS MOSFET_GSD-PJE8408,SOT523	PJE8408	2
TVS_2X-PGB1010603NR,TVS_2X-D06A	PGB1010603NR	4

Total                                     472
